anime_ids	name	type	episodes	rating	members	Sci-Fi	Romance	Action	Seinen	Drama	Shounen	Comedy	Shoujo	Fantasy	Adventure
2487	Kujibiki Unbalance	OVA	3	6.21	8291	0	1	0	0	0	0	1	0	0	0
5249	Makasete Iruka!	OVA	1	6.21	893	0	0	1	0	0	0	1	0	0	0
5433	Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?	Special	1	6.21	6004	0	1	0	0	0	0	0	0	0	0
6440	Mezame no Hakobune	OVA	1	6.21	1867	0	0	0	0	0	0	0	0	1	0
6670	Mobile Suit SD Gundam Mk IV	OVA	2	6.21	1756	1	0	0	0	0	0	0	0	0	0
2739	Queen&#039;s Blade OVA Specials	Special	2	6.21	5535	0	0	1	0	0	0	0	0	1	1
3619	Shingeki no Bahamut: Genesis Recap	Special	1	6.21	6785	0	0	1	0	0	0	0	0	1	1
2168	Shining Hearts: Shiawase no Pan	TV	12	6.21	27273	0	0	1	0	0	0	0	0	1	0
6188	Vanquished Queens	OVA	4	6.21	5462	0	0	1	0	0	0	0	0	1	1
4221	Abarenbou Rikishi!! Matsutarou	TV	23	6.2	5568	0	0	0	1	0	0	0	0	0	0
3550	Bakumatsu Gijinden Roman	TV	12	6.2	7816	0	0	0	0	0	0	0	0	1	0
3808	Bakumatsu Rock	TV	12	6.2	18680	0	0	1	0	0	0	1	1	0	0
5950	Baoh Raihousha	OVA	1	6.2	5520	1	0	1	0	0	1	0	0	0	0
1274	Blame!	ONA	6	6.2	13802	1	0	0	0	0	0	0	0	0	0
7182	D4 Princess	TV	24	6.2	1514	1	0	1	0	0	0	1	0	0	0
2803	Fate/Zero Cafe	Movie	1	6.2	8130	0	0	0	0	0	0	1	0	0	0
6824	Gulliver no Uchuu Ryokou	Movie	1	6.2	527	1	0	0	0	0	0	0	0	0	1
7193	Hey! Bumboo	TV	130	6.2	677	0	0	0	0	0	0	0	0	0	1
4485	Ichigeki Sacchuu!! Hoihoi-san	OVA	1	6.2	5404	1	0	0	0	0	0	1	0	0	0
3888	Itsudatte My Santa!	OVA	2	6.2	8206	0	1	0	0	0	1	1	0	1	0
5703	Kishin Houkou Demonbane (TV) Specials	Special	2	6.2	571	1	0	0	0	0	0	0	0	0	0
3961	Love♥Love? Specials	Special	4	6.2	3935	0	1	0	0	0	0	1	0	0	0
3815	M3: Sono Kuroki Hagane Recap	Special	1	6.19	1022	0	0	1	0	0	0	0	0	0	0
6746	MAPS: Densetsu no Samayoeru Seijin-tachi	OVA	1	6.2	402	1	0	1	0	1	1	0	0	0	1
6817	Metal Fighter Miku	TV	13	6.2	1377	1	0	0	0	0	1	1	0	0	0
5952	Outlanders	OVA	1	6.2	2655	1	0	0	0	0	1	1	0	0	1
6886	Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu	OVA	1	6.2	1449	0	0	0	0	1	1	0	0	1	1
4876	Super Kuma-san	Special	1	6.2	534	0	0	0	0	0	0	1	0	1	0
5400	Thermae Romae: Kodai Romajin ga Uchuu e	Special	1	6.2	749	0	0	0	1	0	0	1	0	0	0
7241	Akai Kiba: Blue Sonnet	OVA	5	6.19	1024	1	0	1	0	1	0	0	1	0	0
7351	Barbapapa Sekai wo Mawaru	TV	50	6.19	528	0	0	0	0	0	0	1	0	0	1
2742	Ben-To Picture Drama	Special	6	6.19	6718	0	0	0	0	0	0	1	0	0	0
5021	Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen	ONA	6	6.2	1867	0	0	0	0	0	1	0	0	0	0
4994	Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials	Special	5	6.19	2744	0	0	0	0	0	1	1	0	0	0
2898	Gunslinger Stratos	ONA	1	6.19	2666	1	0	1	0	0	0	0	0	0	0
5308	Mahou Gakuen Lunar! Aoi Ryuu no Himitsu	Movie	1	6.19	833	0	0	0	0	0	0	1	0	1	0
6676	Mobile Suit SD Gundam Festival	Movie	1	6.19	913	0	0	1	0	0	0	1	0	1	0
1850	Mou Hitotsu no Mirai wo.	ONA	3	6.19	6580	1	0	0	0	0	0	0	0	0	0
6829	Muybridge no Ito	Movie	1	6.19	797	0	0	0	0	1	0	0	0	0	0
6044	Scan2Go	TV	52	6.19	642	0	0	0	0	0	1	0	0	0	0
5403	Taisei Kensetsu: Sri Lanka Kousokudouro	Special	1	6.19	1906	0	0	0	0	1	0	0	0	0	0
6189	The Samurai	OVA	1	6.19	839	0	1	0	0	0	1	1	0	0	0
5307	Tobira wo Akete (1995)	OVA	1	6.19	2351	0	0	0	0	0	0	0	0	1	0
7311	Vocaloid China Project Senden Animation	Music	5	6.19	1582	0	0	0	0	0	0	0	0	1	0
3460	Wooser no Sono Higurashi: Ken to Pants to Wooser to	Special	1	6.19	2209	0	0	0	0	0	0	1	0	1	0
1872	Big Order	OVA	1	6.18	17237	0	0	1	0	0	1	0	0	0	0
3793	Haitai Nanafa	TV	13	6.18	5907	0	0	0	0	0	0	1	0	0	0
7164	Hana wa Saku: Touhoku ni Saku	Special	1	6.18	557	0	0	0	0	0	0	0	0	1	0
5040	Hokuto no Ken: Legend of Heroes	Special	1	6.18	1906	0	0	1	0	0	0	0	0	0	0
958	Mahou Sensou	TV	12	6.18	104192	0	0	1	0	0	0	0	0	1	0
5157	Marvel Disk Wars: The Avengers	TV	51	6.18	3953	0	0	1	0	0	0	0	0	0	0
2256	Mousou Kagaku Series: Wandaba Style	TV	12	6.18	2077	1	0	0	0	0	0	1	0	0	0
6118	Shin Calimero	TV	52	6.18	1016	0	0	0	0	0	0	1	0	0	0
5318	Soratobu Toshi Keikaku	Music	1	6.18	1163	1	0	0	0	0	0	0	0	0	0
3391	Chain Chronicle: Short Animation	OVA	8	6.17	2814	0	0	1	0	0	1	0	0	1	1
6541	Chiisana Obake Acchi, Kocchi, Socchi	TV	50	6.17	1226	0	0	0	0	0	0	1	0	0	0
1700	Chu Feng: B.E.E	ONA	6	6.17	11481	1	1	1	0	0	0	1	0	1	0
5565	Gokujo.: Souda Onsen ni Ikou!!	Special	1	6.17	2288	0	0	0	0	0	0	1	0	0	0
1258	Isuca	TV	10	6.17	63638	0	1	1	1	0	0	1	0	0	0
2832	Kara no Kyoukai: Mirai Fukuin - Manner Movie	Movie	1	6.17	4260	0	0	0	0	1	0	0	0	0	0
5355	Kawasaki Frontale x Tentai Senshi Sunred	Special	4	6.17	363	0	0	0	1	0	0	1	0	0	0
2259	Mouse	TV	12	6.17	10979	0	0	1	0	0	1	1	0	0	0
4797	Nakedyouth	ONA	1	6.17	4125	0	1	0	0	0	0	0	0	0	0
1597	Ozma	TV	6	6.17	11556	1	0	1	0	0	0	0	0	0	0
538	School Days	TV	12	6.17	279183	0	1	0	0	1	0	0	0	0	0
6488	Soliton no Akuma	Movie	1	6.17	412	1	0	0	0	1	0	0	0	0	0
5163	Space☆Dandy Picture Drama	Special	2	6.17	2399	1	0	0	0	0	0	1	0	0	0
5701	Tenshi na Konamaiki Specials	Special	13	6.18	504	0	0	0	0	0	1	0	0	0	0
4569	The Choujo	OVA	1	6.17	1525	1	0	0	0	0	0	1	0	0	0
4811	A.D. Police (TV)	TV	12	6.16	5547	1	0	1	0	0	1	0	0	0	0
3497	Ange Vierge	TV	12	6.16	21934	0	0	0	0	0	0	0	0	1	1
3250	Eikyuu Kazoku	Movie	1	6.16	5305	0	0	0	0	0	0	1	0	0	0
1800	First Squad: The Moment of Truth	Movie	1	6.16	25040	0	0	1	0	0	0	0	0	0	0
2839	Kyoukai no Rinne	Special	1	6.16	2983	0	0	0	0	0	0	1	0	0	0
5275	Mahou Shoujo Lyrical Nanoha ViVid: Special Program	Special	1	6.15	1026	0	0	1	0	0	0	0	0	0	0
4982	Softenni Specials	Special	6	6.16	2902	0	0	0	0	0	0	1	0	0	0
5925	Tatakae!! Iczer-1	OVA	3	6.16	3126	1	0	1	0	0	0	0	0	0	1
5570	Detective Conan vs. Wooo	ONA	2	6.15	2587	0	0	0	0	0	1	1	0	0	1
6460	Hajimari no Boukensha-tachi: Legend of Crystania	Movie	1	6.15	2893	0	0	1	0	0	0	0	0	1	1
666	Mitsu x Mitsu Drops	OVA	2	6.15	16436	0	1	0	0	1	0	0	1	0	0
3278	Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film	Special	1	6.15	705	1	0	0	1	0	0	0	0	0	0
709	School Days: Valentine Days	OVA	1	6.15	32917	0	1	0	0	0	0	1	0	0	0
6835	Seraphim Call	TV	12	6.15	2434	1	1	0	0	1	0	0	0	0	0
3809	Shounen Hollywood: Holly Stage for 49	TV	13	6.15	10776	0	0	0	0	0	0	0	1	0	0
1354	Takane no Jitensha	Special	1	6.15	1583	0	0	0	0	0	0	0	0	1	0
6584	The iDOLM@STER Million Live! 1st Anniversary PV	Special	1	6.15	1292	0	0	0	0	1	0	0	0	0	0
6388	Yama Nezumi Rocky Chuck	TV	52	6.15	507	0	0	0	0	0	0	0	0	1	1
3132	Angelique: Shiroi Tsubasa no Memoire	OVA	2	6.14	1871	1	1	0	0	1	0	0	1	1	0
6898	Cleopatra D.C.	OVA	3	6.14	1074	1	0	1	0	0	0	0	0	0	1
5252	Extra	Music	1	6.14	2401	1	0	1	0	0	0	0	0	0	0
6718	Kaitouranma The Animation	OVA	2	6.14	1512	0	0	1	0	0	0	0	0	0	1
6081	Kodai Ouja Kyouryuu King	TV	49	6.14	4402	0	0	0	0	0	0	0	0	1	1
5086	Kumi to Tulip	Movie	1	6.14	999	1	0	0	0	0	0	0	0	0	0
3226	Lime-iro Senkitan	TV	13	6.14	6176	0	0	0	0	1	0	0	0	0	0
6887	Melty Lancer	OVA	6	6.14	1035	1	0	0	0	0	0	1	0	0	1
5806	Nandaka Velonica	TV	10	6.14	737	0	0	0	0	0	0	1	0	1	0
6062	Rusty Nail	Music	1	6.14	417	1	0	1	0	0	0	0	0	0	0
6313	Shin Hurricane Polymar	OVA	2	6.14	752	1	0	1	0	0	0	0	0	0	0
3883	Wind: A Breath of Heart (TV)	TV	13	6.14	7778	0	1	0	0	1	0	0	0	0	0
6748	&quot;Eiji&quot;	OVA	1	6.13	805	0	0	0	0	1	0	1	0	0	0
6098	Bohemian Rhapsody	Music	1	6.13	3005	1	0	0	0	0	0	0	0	0	0
298	Diabolik Lovers More,Blood	TV	12	6.13	37924	0	0	0	0	0	0	0	1	0	0
6055	Houseki no Kuni	ONA	1	6.13	1156	1	0	0	1	0	0	0	0	1	0
1892	I&#039;&#039;s	OVA	2	6.13	6419	0	1	0	0	1	0	0	0	0	0
5389	Mahoutsukai Jiji	ONA	1	6.13	1039	0	0	0	0	0	0	0	0	1	0
5742	Nineteen 19	OVA	1	6.13	1402	0	1	0	0	1	0	0	0	0	0
1659	Rescue Me!	OVA	1	6.13	14381	0	1	0	0	0	0	0	0	0	0
6279	Shin Strange+ Special	Special	1	6.13	1094	0	0	0	0	0	0	1	1	0	0
5270	Shining Hearts: Shiawase no Pan Specials	Special	6	6.13	1572	0	0	0	0	0	0	0	0	1	0
6889	Sprite: Between Two Worlds	OVA	2	6.13	810	0	1	0	0	0	0	1	0	0	0
6052	Yonhyakunijuu Renpai Girl	Special	1	6.13	2852	0	1	0	0	0	0	1	0	0	0
4676	Yoroiden Samurai Troopers Message	OVA	5	6.13	1299	0	0	0	0	0	1	0	0	1	1
1279	AIKa R-16: Virgin Mission	OVA	3	6.12	13346	0	0	1	0	0	0	1	0	0	0
7213	Alexander Senki Movie	Movie	1	6.12	1258	0	0	1	0	0	1	0	0	0	1
4704	Bannou Yasai Ninninman	Movie	1	6.13	3612	0	0	0	0	0	0	1	0	0	0
2892	Channel 5.5 3rd Season	ONA	4	6.12	280	0	0	0	0	0	0	1	0	0	0
5491	Digimon Adventure 3D: Digimon Grand Prix!	Movie	1	6.12	4882	0	0	1	0	0	0	1	0	1	1
4834	Genocyber	OVA	5	6.12	12158	1	0	1	0	0	0	0	0	0	0
2034	Green Green OVA	OVA	1	6.12	21620	0	1	0	0	0	0	1	0	0	0
5212	Houma Hunter Lime	OVA	3	6.12	945	0	0	0	0	0	0	1	0	1	0
6671	Mobile Suit SD Gundam Mk III	OVA	6	6.12	1805	1	0	0	0	0	0	0	0	0	0
2835	Puchitto Gargantia Special	Special	1	6.12	1786	1	0	0	0	0	0	1	0	0	0
2262	Samurai Gun	TV	12	6.12	5381	0	0	1	1	0	0	0	0	0	0
4778	Stitch!	TV	25	6.12	2569	0	0	0	0	0	0	1	0	0	1
7209	World Fool News (TV)	TV	12	6.12	999	0	0	0	0	0	0	1	0	0	0
2745	Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal	Special	1	6.13	12967	0	0	0	0	0	0	1	0	0	0
4415	Anime Tenchou	OVA	1	6.11	6066	0	0	1	0	0	0	0	0	0	0
5708	Believe	Music	1	6.11	616	0	0	1	0	0	0	0	0	0	0
5957	Dallos	OVA	4	6.11	2520	1	0	1	0	0	0	0	0	0	0
4591	Happy World!	OVA	3	6.11	4348	0	1	0	0	0	0	1	0	1	0
7054	Karasu Tengu Kabuto: Ougon no Me no Kemono	OVA	1	6.11	735	0	0	1	0	1	0	0	0	0	1
4791	Kashou no Tsuki: Aki Kyougen	OVA	2	6.11	3621	0	1	0	0	0	0	0	1	0	0
4807	Legend of Crystania OVA	OVA	3	6.11	2521	0	0	1	0	0	0	0	0	1	1
5927	Lily C.A.T.	Movie	1	6.11	2068	1	0	0	0	0	0	0	0	0	0
3797	Mangirl!: Asobu Henshuu Girl	Special	1	6.11	3933	0	0	0	0	0	0	1	0	0	0
2399	Ojisan to Marshmallow Special	Special	1	6.11	6392	0	0	0	0	0	0	1	0	0	0
4468	Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari	Movie	1	6.11	1804	0	1	0	0	0	0	1	0	0	0
2626	Queen&#039;s Blade: Rurou no Senshi Specials	Special	6	6.11	9470	0	0	1	0	0	0	0	0	1	1
6307	Shin SOS Dai Tokyo Tankentai	Movie	1	6.11	977	0	0	0	0	0	0	0	0	0	1
3648	Shoka	Special	1	6.11	3355	0	0	1	0	0	0	0	0	1	0
6415	Suki Desu Suzuki-kun!!	OVA	2	6.11	3514	0	1	0	0	0	0	0	0	0	0
2117	Taboo Tattoo	TV	12	6.11	99460	0	0	1	0	0	0	1	0	0	0
6267	Arata Kangatari Picture Drama	Special	6	6.1	1129	0	0	0	0	0	0	0	0	1	0
1333	Bio Hunter	OVA	1	6.1	5719	0	0	1	0	0	0	0	0	0	0
5599	Buddha Saitan	Movie	1	6.1	3824	0	1	0	0	0	0	0	0	0	0
7306	Comet Lucifer: Garden Indigo no Shasou kara	Special	12	6.1	2769	0	0	0	0	0	0	1	0	1	1
6663	Kare Baka: Wagahai no Kare wa Baka de R	ONA	8	6.1	4391	0	1	0	0	0	0	1	0	0	0
4265	Piano	TV	10	6.1	5674	0	1	0	0	1	0	0	1	0	0
1666	Strange+	TV	12	6.1	21006	0	0	0	0	0	0	1	1	0	0
4227	The SoulTaker: Tamashii-gari - Komugi Daisakusen	Special	3	6.1	1266	0	0	0	0	0	0	1	0	0	0
5662	White Album 2 Picture Drama	Special	2	6.1	2296	0	0	0	0	1	0	0	0	0	0
2627	Yamato 2520	OVA	3	6.1	726	1	0	1	0	0	0	0	0	0	1
5085	Yodaka no Hoshi (Music)	Music	1	6.1	478	0	0	0	0	1	0	0	0	1	0
6853	Backkom	TV	52	6.09	423	0	0	0	0	0	0	1	0	0	0
2670	Dr. Slump Movie 11: Dr. Mashirito &amp; Abale-chan	Movie	1	6.09	576	1	0	0	0	0	1	1	0	0	0
6042	Mai no Mahou to Katei no Hi	Special	1	6.09	1131	0	0	0	0	1	0	0	0	0	0
2843	Mujaki no Rakuen	OVA	3	6.09	12054	0	1	0	1	0	0	1	0	0	0
6637	Musaigen no Phantom World: Limitless Phantom World	Special	7	6.09	6401	0	0	0	0	0	0	1	0	1	0
4951	Nurse Witch Komugi-chan R	TV	12	6.09	7376	0	0	0	0	0	0	1	0	0	0
5384	Ra/Radio Noise*Planet	OVA	1	6.09	595	1	0	0	0	0	0	0	0	0	1
7254	Rokushin Gattai GodMars: Juunanasai no Densetsu	OVA	1	6.09	408	1	0	1	0	0	0	0	0	0	0
1555	Saint Beast: Seijuu Kourin-hen	TV	6	6.09	6177	0	0	1	0	0	0	0	0	1	0
4926	Tonari no 801-chan R	OVA	1	6.09	1947	0	0	0	0	0	0	1	0	0	0
4941	Ultraviolet: Code 044	TV	12	6.09	3784	1	0	1	0	0	0	0	0	0	0
7287	Xanadu Dragonslayer Densetsu	OVA	1	6.09	307	0	0	0	0	0	0	1	0	1	1
2977	Zettai Bouei Leviathan: Mini Takibi Gekijou	Special	13	6.09	1203	0	0	0	0	0	0	1	0	1	0
1288	AIKa Zero	OVA	3	6.08	9595	0	0	1	0	0	0	1	0	0	1
2479	Divergence Eve	TV	13	6.08	7833	1	0	0	0	1	0	1	0	0	1
1708	Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue	ONA	1	6.08	1348	1	0	1	0	0	0	0	0	0	0
6955	Kikou Sennyo Rouran	TV	28	6.08	1049	0	0	1	0	0	0	0	0	1	0
6304	Koneko no Rakugaki	Movie	1	6.08	547	0	0	0	0	0	0	1	0	0	0
1268	Najica Dengeki Sakusen	TV	12	6.08	9605	1	0	1	0	0	0	1	0	0	0
6719	Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA	OVA	4	6.08	550	1	1	0	0	1	0	1	0	0	0
4732	Duel Masters Movie 1: Yami no Shiro no Maryuuou	Movie	1	6.07	748	0	0	0	0	0	0	0	0	0	1
7039	Gensou Jotan Ellcia	OVA	4	6.07	940	0	0	0	0	0	0	0	0	1	1
5393	Misenai Namida wa, Kitto Itsuka	Music	1	6.07	279	0	0	0	0	0	0	0	0	1	0
6164	Oh! Super Milk-chan	TV	12	6.07	2757	1	0	1	0	0	0	1	0	0	0
3748	Sono Kinisasete yo: My My Mai	OVA	2	6.07	1018	0	0	0	0	0	0	1	0	0	0
5397	Taisei Kensetsu: Shin Doha Kokusai Kuukou	Special	1	6.07	1705	0	0	0	0	1	0	0	0	0	0
3818	Wake Up, Girl Zoo!	ONA	10	6.07	3308	0	0	0	0	0	0	1	0	0	0
6165	Ayane-chan High Kick!	OVA	2	6.06	2439	0	0	0	0	0	1	1	0	0	0
5352	Defend Love	Music	1	6.06	1162	1	1	0	0	0	0	0	0	1	1
279	Diabolik Lovers OVA	OVA	1	6.06	13638	0	0	0	0	0	0	0	1	0	0
5772	Gunparade Orchestra	TV	24	6.06	2816	1	1	0	0	1	0	0	0	0	0
3139	Hatsukoi Monster	TV	12	6.06	37238	0	1	0	0	0	0	1	1	0	0
6592	Inferno Cop Specials	Special	2	6.06	755	0	0	1	0	0	0	1	0	0	0
5756	Koi Hanabi	Music	1	6.06	235	0	0	0	0	0	0	0	0	1	0
3208	Mangirl!	TV	13	6.05	19015	0	0	0	0	0	0	1	0	0	0
55	Marginal Prince: Gekkeiju no Ouji-tachi	TV	13	6.06	7962	0	1	0	0	0	0	0	0	0	0
2717	Maria†Holic: Run Run Riru Ran Ran Rara	Music	1	6.06	2778	0	0	0	0	0	0	1	0	0	0
6931	Ryuusei Sentai Musumet	TV	13	6.06	1331	1	1	0	0	0	0	1	0	0	1
4494	Seihou Tenshi Angel Links	TV	13	6.06	4817	1	1	1	0	1	0	1	0	0	1
4842	Turning Girls	ONA	7	6.06	4588	0	0	0	0	0	0	1	0	0	0
6540	Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni	Special	1	6.06	265	0	0	0	0	0	0	1	0	0	1
5122	Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!	Movie	1	6.05	389	1	0	1	0	0	0	0	0	0	0
5335	G-9	OVA	1	6.05	1693	0	0	0	0	0	0	0	0	1	0
4021	Guardian Hearts-Power UP!	OVA	4	6.05	2402	0	1	1	0	0	0	1	0	1	0
3710	Love♥Love?	TV	9	6.05	15114	0	1	0	0	0	0	1	0	0	0
3877	Memories Off	OVA	3	6.05	4488	0	1	0	0	1	0	0	0	0	0
5081	Parol no Miraijima	Movie	1	6.05	1541	0	0	1	0	0	0	0	0	1	1
4282	Samurai Girl Real Bout High School	TV	13	6.05	6689	0	0	0	0	0	1	1	0	1	1
4502	Sengoku Kitan Youtouden Soushuuhen	Movie	1	6.05	3110	0	0	1	0	0	0	0	0	0	0
6988	Shuten Douji	OVA	4	6.05	1036	1	0	0	0	0	1	0	0	0	0
1269	AIKa	OVA	7	6.04	17545	1	0	1	0	0	0	1	0	0	1
5919	Angel Cop	OVA	6	6.04	5663	1	0	1	0	0	0	0	0	0	0
6399	Aquarian Age: Saga II - Don&#039;t Forget Me...	OVA	1	6.04	2332	0	0	1	0	1	0	0	0	0	0
5954	Birth	OVA	1	6.04	2129	1	0	1	0	0	0	1	0	0	1
5926	Bouken! Iczer 3	OVA	6	6.04	1218	1	0	1	0	0	0	0	0	0	1
5486	Busou Chuugakusei: Basket Army	ONA	5	6.04	4046	0	0	1	0	0	0	0	0	0	0
5743	Deimos no Hanayome: Ran no Kumikyoku	OVA	1	6.04	2030	0	0	0	0	1	0	0	1	1	0
6369	Gall Force: New Era	OVA	2	6.04	950	1	0	1	0	0	0	0	0	0	0
6874	Kerokko Demetan	TV	39	6.04	533	0	0	0	0	0	0	1	0	1	0
4794	Lesson XX	OVA	1	6.04	4574	0	1	0	0	0	0	0	0	0	0
4709	Otome Nadeshiko Koi Techou	OVA	1	6.04	3074	0	0	0	0	0	0	0	1	0	0
5018	Regalia: The Three Sacred Stars	TV	13	6.03	16766	1	0	1	0	0	0	0	0	0	0
7169	Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama	Special	6	6.04	1292	0	0	0	0	0	0	0	0	1	0
6274	Strange+ Special	Special	1	6.04	1235	0	0	0	0	0	0	1	1	0	0
5123	Transformers Superlink Special	Special	1	6.04	418	1	0	0	0	0	1	0	0	0	1
5120	Transformers: Scramble City	OVA	1	6.04	792	1	0	1	0	0	1	0	0	0	0
6426	Anime Oyako Gekijou	TV	26	6.03	1074	1	0	0	0	0	0	0	0	1	1
1981	Himegoto	TV	13	6.03	42129	0	0	0	0	0	0	1	0	0	0
6935	Kotetsu no Daibouken	OVA	2	6.03	1420	1	1	1	0	0	1	1	0	1	0
3829	Mahou Shoujo Nante Mou Ii Desukara.	TV	12	6.03	13654	0	0	0	0	0	0	1	0	0	0
6412	Minna Agechau♡	OVA	1	6.03	690	0	1	0	0	0	0	1	0	0	0
1353	Petit Eva: Evangelion@School	ONA	24	6.03	15734	0	0	0	0	0	0	1	0	0	0
4334	Shihaisha no Tasogare	OVA	1	6.03	4377	1	0	1	0	1	0	0	1	0	0
2442	Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari	TV	12	6.02	37993	1	0	0	0	0	0	1	0	0	0
2063	Avenger	TV	13	6.02	12286	1	0	0	0	0	1	0	0	1	1
6303	Babel Nisei (1992)	OVA	4	6.02	1074	1	0	1	0	0	0	0	0	0	0
1481	Chocotan!	Special	1	6.02	2923	0	0	0	0	0	0	1	1	0	0
1657	Cyclops Shoujo Saipuu	ONA	12	6.02	15329	0	0	0	0	0	0	1	0	0	0
6010	Firestorm	TV	26	6.02	615	1	0	1	0	0	0	0	0	0	0
3426	G-On Riders	TV	13	6.02	2606	1	0	1	0	0	0	1	0	0	0
1969	Ishida to Asakura	TV	12	6.02	9800	0	0	0	1	0	0	1	0	0	0
7372	La Rose de Versailles	Special	1	6.02	1812	0	1	0	0	1	0	0	0	0	0
6675	Mobile Suit SD Gundam Musha, Knight, Commando	Movie	2	6.02	860	0	0	1	0	0	0	1	0	1	0
4872	Sailor Victory	OVA	2	6.02	801	1	0	1	0	0	0	1	0	0	0
4455	Soul Link Special	Special	1	6.02	1973	1	1	0	0	0	0	1	0	0	1
6115	Baton	Movie	3	6.01	1482	1	0	0	0	0	0	0	0	0	1
4995	Chokkyuu Hyoudai Robot Anime: Straight Title	TV	12	6.01	1399	0	0	0	0	0	0	1	0	0	0
3908	Guardian Hearts	OVA	6	6.01	5409	0	1	0	0	0	0	1	0	0	0
6754	Hipira-kun ONA	ONA	2	6.01	318	0	0	0	0	0	0	1	0	1	0
6446	Jack to Mame no Ki (1989)	OVA	1	6.01	630	0	0	0	0	0	0	0	0	0	1
2776	Kotoura-san: Haruka no Heya	ONA	6	6.01	9641	0	0	0	0	0	0	1	0	0	0
5658	Otaku no Seiza	OVA	2	6.01	378	0	0	0	0	0	0	1	0	0	0
7128	Princess Rouge	OVA	2	6.01	1025	0	1	0	0	0	0	0	0	1	0
2153	Ryo	Movie	1	6.01	8687	0	0	1	0	1	0	0	0	0	0
1377	Aoi Sekai no Chuushin de	Special	3	6.0	25693	0	0	1	0	0	1	0	0	1	1
1446	Comet Lucifer	TV	12	6.0	66659	0	0	1	0	0	0	0	0	1	1
5752	Kodomo no Keijijougaku	ONA	1	6.0	543	0	0	0	0	0	0	0	0	1	0
6058	Planet:Valkyrie	ONA	1	6.0	883	0	0	1	0	0	0	0	0	0	0
3448	Rio: Rainbow Gate!	TV	13	6.0	22396	0	0	0	0	0	0	1	0	0	0
1960	Sekai de Ichiban Tsuyoku Naritai!	TV	12	6.0	26513	0	0	1	0	0	0	0	0	0	0
4883	Shin Onimusha: Dawn of Dreams the Story	OVA	1	6.0	695	0	0	1	0	0	0	0	0	0	0
3451	T.P. Sakura: Time Paladin Sakura	OVA	2	6.0	2784	0	0	1	0	0	0	0	0	0	0
4772	The Epic Of ZektBach	OVA	1	6.0	2792	0	0	1	0	0	0	0	0	1	0
2035	Cosplay Complex	OVA	3	5.99	8706	0	0	0	0	0	0	1	0	0	0
5619	Early Reins	OVA	1	5.99	1902	0	0	1	1	0	0	0	0	0	1
4340	First Squad	Music	1	5.99	4946	0	0	1	0	0	0	0	0	0	0
4887	Gun x Sword-san	Special	13	5.99	2168	0	0	1	0	0	0	0	0	0	0
4493	Hoshizora Kiseki	ONA	1	5.99	7674	1	1	0	0	0	0	0	0	0	0
3882	Kakyuusei 2: Hitomi no Naka no Shoujo-tachi	TV	13	5.99	3334	0	1	0	0	1	0	1	0	0	0
5760	Melody	ONA	1	5.99	1018	0	0	0	0	1	0	0	0	0	0
2525	SD Gundam Gaiden	OVA	4	5.99	1467	0	0	0	0	0	0	1	0	1	1
6760	Si Ling Bianma: Zhi Shijie Caozong Zhe	ONA	12	5.99	563	0	0	0	0	0	0	0	0	1	0
3863	Space Station No.9	Music	1	5.99	1629	1	0	0	0	0	0	0	0	0	0
6101	Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule	Special	1	5.98	2297	0	0	0	0	0	0	1	0	0	0
5349	Hashire!	ONA	1	5.98	556	0	0	0	0	0	0	1	0	0	0
5358	Kaichuu!	ONA	4	5.98	6941	0	0	0	1	0	0	1	0	0	0
2736	Kamisama Dolls Specials	Special	6	5.98	4985	0	0	0	0	0	0	1	0	0	0
6864	Ninja Mono	OVA	2	5.98	1651	0	0	0	0	0	1	1	0	0	1
4600	Tactical Roar Special	Special	1	5.98	1252	1	1	1	0	0	0	1	0	0	0
4333	Ame to Shoujo to Watashi no Tegami	ONA	1	5.97	6686	0	0	0	0	0	0	0	1	0	0
4846	Fushigi na Somera-chan	TV	12	5.97	7988	0	0	0	0	0	0	1	0	0	0
2092	Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya	OVA	1	5.97	2147	0	1	0	0	0	0	0	1	1	0
4001	Koi Koi 7 Specials	Special	7	5.97	1623	0	0	0	0	0	0	1	0	0	0
6673	Mobile Suit SD Gundam Mk V	OVA	3	5.97	1294	1	0	0	0	0	0	1	0	0	0
